tp,year,area
1.248800866,2014.165054,27.355
0.892463066,2009.886024,24.539
0.816666265,2005.166631,25.39
0.863394938,1999.547593,30.8817
0.836697212,1992.018034,1.9935
0.763962745,1982.668588,15.2568
0.796866627,1972.334813,11.5812
